ID;Tweet;Keluhan;Respon;Bukan Keluhan/Respon;Kategori;Topik Umum; Topik Spesifik;Lokasi;Waktu 
6,80612E+17;6 hari air tidak mengalir di Jl. Pacul 1 No.6 RT 09/11 Babakan sari Kircon mohon tindak lanjut @PRFMnews @ridwankamil @pdamtirtawening;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;Jalan Pacul 1 No. 6 RT.09 RW. 11 Babakan Sari Kircon;-
6,80612E+17;RT @rezqiseptian: 6 hari air tidak mengalir di Jl. Pacul 1 No.6 RT 09/11 Babakan sari Kircon mohon tindak lanjut @PRFMnews @ridwankamil @pd…;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;Jalan Pacul 1 No. 6 RT.09 RW. 11 Babakan Sari Kircon;-
6,80613E+17;@Satpolppbdg pak punten nu dijalan suci depan sd cihaurgeulis 1 tk duren mohon dibereskan masa kios, tambal ban bisa dibereskan yg ini tdk;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;Jalan Suci depan SD Cihaurgeulis;-
6,80614E+17;Pas berhenti di lampu merah sebelah taman baru sadar, namanya berubah ya? Jadi pas pati @ridwankamil https://t.co/lYvpU36e9D;;;l;l;Bukan Keluhan;-;-;-
6,80616E+17;Aamiin Pak @ridwankamil jadi presiden setelah Pak @jokowi jd preside kedua x biar berkelanjutan pembangunan ini... https://t.co/RQPFhQRb4r;;;l;l;Bukan Keluhan;-;-;-
6,80616E+17;RT @PRFMnews: cc @IWGinting @dbmpkotabdg RT @MohamadUsman2 2 contoh pengguna trotoar baru jalan jakarta https://t.co/cEf9wIrywi;;;l;l;Bukan Keluhan;-;-;-
6,80619E+17;RT @ridwankamil: ya udah, jgn pada komplain kalo macet masuk lewat pasteur. nuhun, https://t.co/SZN50e3P70;;;l;l;Bukan Keluhan;-;Pasteur;-
6,80621E+17;Kang @ridwankamil ini parkir sampai seperti ini di perbolehkan? Cc : @dishub_kotabdg https://t.co/czJvEf2R66;k;;;k;Perhubungan;parkir sembarangan;-;-
6,80625E+17;pa@ridwankamil kapan di bandung ada jalan untuk persepeda;;;l;l;Perhubungan;jalan untuk sepeda;-;-
6,80625E+17;mohon info beli semen warna di bdg dimana ya? utk lapisan trotoar warna sprti yg di jl jkt, dll. @infobdg @dbmpkotabdg hatur nuhun;;;l;l;Bukan Keluhan;-;-;-
6,80626E+17;@pdamtirtawening Di RW 08 Kampus Bbkn Sari air tdk ngocor udah seminggu pak ... Tolong dooong;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;RW. 08 Kampus Babakan Sari ;satu minggu
6,80632E+17;Pasti....Karena Angkot @dishub_kotabdg @ridwankamil  https://t.co/MNGWj27ntr;;;l;l;Bukan Keluhan;-;-;
6,80632E+17;RT @Satpolppbdg: Pengunjung taman Alun2 padat, tidak masalah selama taat aturan cc @ridwankamil @PemkotBandung @DiskominfoBdg https://t.co/…;;;l;l;Bukan Keluhan;-;Taman Alun-alun ;-
6,80634E+17;@pdamtirtawening @ridwan_kamil_  jalan kampus 6 no.37 babakan sari kiaracondong;;;l;l;Bukan Keluhan;-;-;-
6,80635E+17;@BangIbrahim @PRFMnews @dbmpkotabdg @ridwankamil tah eta juga kang... pembangunan cafe dan penginapan yg tanpa izin... MIRIS, Money Talks;k;;;k;Perijinan;Bangunan tanpa IMB;-;-
6,80635E+17;"Kang @ridwankamil tkg parkir nembak"" trs harga nya?Parkir sblh alun2";k;;;k;Perhubungan;pungutan liar;sebelah Alun-alun;-
6,80636E+17;@BangIbrahim @PRFMnews @dbmpkotabdg @ridwankamil ada kafe lawang wangi+ penginapan, kafe miring, kafe salse+penginapan.. izinnya ngga tahu;k;;;k;Perijinan;bangunan tanpa IMB;Kafe Lawang Wangi, Kafe Miring, Kafe Salse;-
6,80636E+17;@PRFMnews @windsmiaw @Satpolppbdg @pdkebersihanbdg di bandung penuh ku pot, bahkan trotoarnya pun ada yg dijadiin taman juga cc @ridwankamil;k;;;k;Infrastruktur;trotoar;-;-
6,80636E+17;"@ridwankamil kang, di dlm masjid agung bnyk yg piknik jd buat solat kotor,wc &amp; tmpt wudhu bau pesing, bnyk pedagang di dlm kumaha atuh yaa..";k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;Masjid Agung;-
6,80636E+17;@BangIbrahim @PRFMnews @dbmpkotabdg @ridwankamil di dpn lawang wangi sdg dibgn penginapan dan area wisata.. ngga tahu apakah ada izin???;k;;;k;Perijinan;bangunan tanpa IMB;Lawang Wangi;-
6,80636E+17;"@BangIbrahim @PRFMnews @dbmpkotabdg @ridwankamil kumaha kang, Dago Giri &amp; sekitarnya, Punclut dan sekitarnya tinggal menunggu wkt u HANCUR";;;l;l;Bukan Keluhan;-;-;-
6,80639E+17;RT @BenBernads: @nongandah @ridwankamil  kang pencerahan yg bagus, kita sering menghakimi org lain. Tapi lupa koreksi diri. Kang emil top l…;;;l;l;Bukan Keluhan;-;-;-
6,80641E+17;"@ridwankamil @Satpolppbdg @DivHumasPolri jl.cikajang raya,bdg, 600m dg 20 polisitidur"" mohon ditertibkan";k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";gangguan ketertiban umum;Jalan Cikajang Raya;-
6,80646E+17;RT @ridwankamil: ya udah, jgn pada komplain kalo macet masuk lewat pasteur. nuhun, https://t.co/SZN50e3P70;;;l;l;Bukan Keluhan;-;Pasteur;-
6,80655E+17;@pdamtirtawening mohon perhatiannya, jln kampus v bbk sari, sudah lbh dr seminggu ledeng tidak mengalir.;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;Jalan Kampus V Babakan Sari ;satu minggu
6,80655E+17;barangkali ada yg kenal ibu ini? nyari keluarganya d holis, cp 089681239845 (kang'epul) cc: @ridwankamil @Dinsos_BDG https://t.co/jrTxWeA6BF;;;l;l;Bukan Keluhan;-;-;-
6,80665E+17;Mhn dicek olh @dbmpkotabdg, dpn patung tunas kelapa Martadinata ada lubang yg ganggu pengendara cc @PRFMnews @se_bdg @PemkotBandung;k;;;k;Infrastruktur;jalan rusak;depan patung tunas kelapa Martadinata;-
6,80668E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 23/12 URC Gedebage, perbaikan jl Jupiter Barat Utama https://t.co/OH0wyH…;;r;;r;Infrastruktur;jalan rusak ;Jalan Jupiter Barat Utama;-
6,8067E+17;andai bapa @ridwankamil tau klo selokan di daerah situgunting itu semuanya tertutup oleh rumah,yg mmbuat bnyak sampah dibawahnya bersangkutn;k;;;k;Infrastruktur;drainase / gorong - gorong;selokan di daerah Situgunting;-
6,80674E+17;Oke,urg pilarian solusina hr senen ya jam 11, diantos dikantor.stiap masalah ada solusi @ridwankamil @CoblongJITU  https://t.co/b0l7qgmvzx;;;l;l;Bukan Keluhan;-;-;-
6,80675E+17;RT @2Serang: Oke,urg pilarian solusina hr senen ya jam 11, diantos dikantor.stiap masalah ada solusi @ridwankamil @CoblongJITU  https://t.c…;;;l;l;Bukan Keluhan;-;-;-
6,80675E+17;Kang @ridwankamil punten bade naros dupi galian drainase di jalan golf cipanjalu kunaon kie wae tos 3 bulan? https://t.co/6RzuwOr2mN;k;;;k;Infrastruktur;drainase / gorong - gorong;Jalan Golf Cipanjalu ;tiga bulan 
6,80677E+17;RT @2Serang: Oke,urg pilarian solusina hr senen ya jam 11, diantos dikantor.stiap masalah ada solusi @ridwankamil @CoblongJITU  https://t.c…;;;l;l;Bukan Keluhan;-;-;-
6,80677E+17;RT @ridwankamil: ya udah, jgn pada komplain kalo macet masuk lewat pasteur. nuhun, https://t.co/SZN50e3P70;;;l;l;Bukan Keluhan;-;Pasteur;-
6,80682E+17;RT @eka_harijanto: Mhn dicek olh @dbmpkotabdg, dpn patung tunas kelapa Martadinata ada lubang yg ganggu pengendara cc @PRFMnews @se_bdg @Pe…;k;;;k;Infrastruktur;jalan rusak;depan patung tunas kelapa Martadinata;-
6,80683E+17;RT @neddi_s: Taxi Gemah Ripah bikin macet. Parkir melawan arah di Sukagalih @ridwankamil @infobandung @infobdg https://t.co/kV8eddaH4E;k;;;k;Perhubungan;kecelakaan / pelanggaran lalu lintas;Sukagalih ;-
6,80687E+17;@ridwankamil Tlg buat pagar dimedian jl ibrahim adji lampu merah binong,stlh flyover kircon. Byk angkot ngetem ditengah utk ambil muatan.;k;;;k;Perhubungan;angkutan umum ugal - ugalan / ngetem;Jalan Ibrahim Adjie Binong;-
6,80687E+17;RT @dijat: barangkali ada yg kenal ibu ini? nyari keluarganya d holis, cp 089681239845 (kang'epul) cc: @ridwankamil @Dinsos_BDG https://t.c…;;;l;l;Bukan Keluhan;-;-;-
6,80689E+17;RT @dijat: barangkali ada yg kenal ibu ini? nyari keluarganya d holis, cp 089681239845 (kang'epul) cc: @ridwankamil @Dinsos_BDG https://t.c…;;;l;l;Bukan Keluhan;-;-;-
6,80693E+17;@dishub_kotabdg , tempat refleksiologi, parkir sampai trotoar di Jl.Supratman, mohon ditertibkan https://t.co/w3e5hV2ck7;k;;;k;Perhubungan;parkir sembarangan;Jalan Supratman ;-
6,80695E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/12 URC Bojonagara, pmasangn tegel difabel jl Cihampelas-Cicendo https…;;r;;r;Infrastruktur;pemasangan ubin ;Jalan Cihampelas-Cicendo ;-
6,80696E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/12 URC Bojonagara, perbaikan jl Sutami (1) https://t.co/y3kVsiKz6d;;r;;r;Infrastruktur;jalan rusak ;Jalan Sutami ;-
6,80696E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/12 URC Bojonagara, pmasangn tegel difabel jl Cihampelas-Cicendo https…;;r;;r;Infrastruktur;pemasangan ubin ;Jalan Cihampelas-Cicendo ;-
6,80697E+17;@dbmpkotabdg @ridwankamil min gimana kelanjutanya PJu di jln cipamikolan depan TB saluyu blm di perbaik juga 1bulan lapor tdk ada tanggapan.;k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan Cipamikolan depan TB Saluyu ;-
6,80701E+17;Jl #diponegoro kiri kanan jalan padat mobil jualan #sareukseuk kang @ridwankamil;k;;;k;Perhubungan;parkir sembarangan;Jalan Diponegoro;-
6,80706E+17;Pak @ridwankamil kalau dari Komunitas @REBON_org mau berdiskusi dngn Bpk mengenai Smart City agar bisa menjadi #CirebonSmartCity bisa ga ya?;;;l;l;Bukan Keluhan;-;-;-
6,80709E+17;GD3 yg plg hafal,pa wali sdg ke aceh adlh PKL di New Pasar konsep trbuka dalem kaumwalk @satpolppbdg @ridwankamil @odedmd @_EkaYudhistira_;;;l;l;Bukan Keluhan;-;-;-
6,80711E+17;@ridwankamil gara gara macet seuer motor anu narake kanu trotoar pa, aku jadi sebel dech lagi jalan keganggu..;k;;;k;Perhubungan;motor naik trotoar;-;-
6,80714E+17;RT @WP_Umar_Wkusuma: GD3 yg plg hafal,pa wali sdg ke aceh adlh PKL di New Pasar konsep trbuka dalem kaumwalk @satpolppbdg @ridwankamil @ode…;;;l;l;Bukan Keluhan;-;-;-
6,80714E+17;"#WartaBDG Bandung Caang"" Akan Diterangi 4.600 PJU https://t.co/NYByq1JTSL @dbmpkotabdg @ridwankamil @PemkotBandung""";;;l;l;Bukan Keluhan;-;-;-
6,80715E+17;@pdamtirtawening jl kampus v no 55, bbk sari, kiaracondong.;;;l;l;Bukan Keluhan;-;-;-
6,80715E+17;@ridwankamil p wali hapunten mau ngasih laporan sugan ada solusinya di bdg sekarng di setiap lampu merah banyak pengamen yg memkasa eng aman;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";pengamen;lampu merah ;-
6,80717E+17;@diskamtam tos kenging nya pa reklame rokok tayang? Enggal keneh ieu dipasang jl. Lengkong GG mail https://t.co/2WR9MMId19;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";reklame liar;Jalan Lengkong;-
6,80719E+17;RT @TaubahS: @BangIbrahim @PRFMnews @dbmpkotabdg @ridwankamil tah eta juga kang... pembangunan cafe dan penginapan yg tanpa izin... MIRIS, …;k;;;k;Perijinan;Bangunan tanpa IMB;-;-
6,8072E+17;"RT @se_bdg: #WartaBDG Bandung Caang"" Akan Diterangi 4.600 PJU https://t.co/NYByq1JTSL @dbmpkotabdg @ridwankamil @PemkotBandung""";;;l;l;Bukan Keluhan;-;-;-
6,80721E+17;@dbmpkotabdg @ridwankamil @DiskominfoBdg @OdedMD @Kec_Kircon @Kel_BabakanSari lampu babakan sari 1 lampu pju nya padam mohon di betulkan;k;;;k;Infrastruktur;lampu penerangan jalan umum;Kel. Babakan Sari 1;-
6,80721E+17;GE8 bdg?dikulibek dg jln kaki,sdh..dr apa2 yg ada malam/siang,sy twit yg perlu sy twit,sy tdk twit apa yg tdk prlu @ridwankamil @aheryawan;;;l;l;Bukan Keluhan;-;-;-
6,80722E+17;@se_bdg @dbmpkotabdg @ridwankamil @PemkotBandung @Kel_BabakanSari 1 lampu jalan nya di betulkan dong pak rawan kecelakaan  bnyk wrg mengeluh;k;;;k;Perhubungan;lampu lalu lintas;Kel. Babakan Sari 1;
6,80723E+17;@dbmpkotabdg @ridwankamil @DiskominfoBdg @OdedMD @Kec_Kircon @Kel_BabakanSari di mohon y pak menuju bandung juara harus caang kota bdg;;;l;l;Bukan Keluhan;-;-;-
6,80724E+17;@SaveIDN @ridwankamil @NdoroTweet bukan spt yg di jln holis, buang2 duit itu namanya...;;;l;l;Bukan Keluhan;-;-;-
6,80724E+17;"RT @se_bdg: #WartaBDG Bandung Caang"" Akan Diterangi 4.600 PJU https://t.co/NYByq1JTSL @dbmpkotabdg @ridwankamil @PemkotBandung""";;;l;l;Bukan Keluhan;-;-;-
6,80726E+17;RT @PRFMnews: cc @IWGinting @dbmpkotabdg RT @MohamadUsman2 2 contoh pengguna trotoar baru jalan jakarta https://t.co/cEf9wIrywi;;;l;l;Bukan Keluhan;-;-;-
6,80742E+17;RT @IwanSetiawan74: @SaveIDN @ridwankamil @NdoroTweet bukan spt yg di jln holis, buang2 duit itu namanya...;;;l;l;Bukan Keluhan;-;-;-
6,80748E+17;skrng teh ada CFN atau ga ? ko masi bnyak mobil @ridwankamil @PRFMnews;;;l;l;Bukan Keluhan;-;-;-
6,8075E+17;@relawan_bdg @ridwankamil @ata_lia sy suka jalan kaki... Meski masih paciweh trotoarna..tp klo ngeluh mah moal aya ujungna...enjoyin ajah 😘;;;l;l;Infrastruktur;trotoar;-;-
6,80756E+17;RT @ridwankamil: ya udah, jgn pada komplain kalo macet masuk lewat pasteur. nuhun, https://t.co/SZN50e3P70;;;l;l;Bukan Keluhan;-;Pasteur;-
6,80756E+17;Apa daya, kang @ridwankamil cuma bisa senyum liat sang istri selfie sama sahabat saya. Hati2....wkwkwkkw https://t.co/5k6VoZOaEL;;;l;l;Bukan Keluhan;-;-;-
6,80759E+17;Saya pikirnya sih didaerah asia afrika atau alun2. Tap jangan pake motor... semua harus jalan kaki atau di braga @ridwankamil;;;l;l;Bukan Keluhan;-;-;-
6,80768E+17;@ridwankamil at asia afrika,sedih lihat sampah ada dmana mana 😞.ternyata warga bndung msh kurang peduli hanya mengandalkan relawan/petugas;k;;;k;Pengelolaan Sampah;sampah menumpuk;Jalan Asia Afrika;-
6,80771E+17;"Kapan bandung nyaman""lg utk pejalan kaki??tertutama di area layanan umum cc:@ridwankamil ";k;;;k;Bidang Lainnya;-;-;-
6,80772E+17;@ridwankamil kang emil barusan saya naik kereta lokal di sekitar jl laswi ada yg lempar kaca pake batu.ngeri banget.;k;;;k;Kriminalitas;lempar batu ;Jalan Laswi ;-
6,80773E+17;Di baksil sekarang ditagih uang kebersihan? Ada yg nagih nagih tadi sore cc: @infobandung @Satpolppbdg @ridwankamil @ata_lia;k;;;k;Pengelolaan Sampah;biaya sampah;Baksil ;-
6,80778E+17;@ridwankamil kang ridwan bbrp mlm yg lalu temen saya dibacok skumpuln pemuda brmotor di jl. Lodaya.. Disana sepi dan ga ada patroli polisi.;k;;;k;Kriminalitas;geng motor;Jalan Lodaya;-
6,80783E+17;RT @pdkebersihanbdg: Tim patroli kebersihan berfoto sebelum patroli. Semoga tidak ada warga yg buang sampah sembarangan. cc @ridwankamil ht…;;;l;l;Bukan Keluhan;-;-;-
6,80784E+17;RT @pdkebersihanbdg: Tim patroli kebersihan berfoto sebelum patroli. Semoga tidak ada warga yg buang sampah sembarangan. cc @ridwankamil ht…;;;l;l;Bukan Keluhan;-;-;-
6,80784E+17;"Lampu jln LED di padasuka nu enggal tos kikiceupan centil"" sadayana bhy jang pengendara sbb jd lieur @ridwankamil  @dbmpkotabdg @diskamtam""";k;;;k;Perhubungan;lampu lalu lintas;Padasuka;-
6,80789E+17;RT @pdkebersihanbdg: Tim patroli kebersihan berfoto sebelum patroli. Semoga tidak ada warga yg buang sampah sembarangan. cc @ridwankamil ht…;;;l;l;Bukan Keluhan;-;-;-
6,8079E+17;Slmt mlm pak,,sy mw mmbrthkn klo stiap sbtu di jl.sdrmn dpn hipnosis spa trdpt perkmpln vespa tkt ada yg minm miras.mhn di cek @ridwankamil;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";gangguan ketertiban umum;Jalan Sudirman depan Hipnosis Spa;-
6,80795E+17;tadi langsung merapat di ramen sampai jam 10....hihi...kapan2 kang hayu lah.... https://t.co/1WUPgDF7Xh;;;l;l;Bukan Keluhan;-;-;-
6,80798E+17;"RT @se_bdg: #WartaBDG Bandung Caang"" Akan Diterangi 4.600 PJU https://t.co/NYByq1JTSL @dbmpkotabdg @ridwankamil @PemkotBandung""";;;l;l;Bukan Keluhan;-;-;-
6,80804E+17;"RT @Satpolppbdg: Pemulung yg meninggalkan roda di jl. Asia Afrika &amp; pengamen yg tertangkap oleh pak Wali @ridwankamil dihukum push up https…";;;l;l;Bukan Keluhan;-;Jalan Asia Afrika;-
6,80831E+17;"OPO IKI? @Liem_Hendra: mw mmbrthkn stiap sbtu jl.sdrmn dpn hipnosis spa trdpt perkmpln vespa tkt ada yg minm miras mhn di cek @ridwankamil""";k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";gangguan ketertiban umum;Jalan Sudirman depan Hipnosis Spa;-
6,80852E+17;RT @pdkebersihanbdg: Tim patroli kebersihan berfoto sebelum patroli. Semoga tidak ada warga yg buang sampah sembarangan. cc @ridwankamil ht…;;;l;l;Bukan Keluhan;-;-;-
6,80861E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 24/11 URC PJU, perbaikan lampu PJU jl Buana Sari Raya https://t.co/9xFf2…;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Buana Sari Raya;-
6,80871E+17;tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;;;l;l;Bukan Keluhan;-;-;-
6,80881E+17;RT @pdkebersihanbdg: Tim patroli kebersihan berfoto sebelum patroli. Semoga tidak ada warga yg buang sampah sembarangan. cc @ridwankamil ht…;;;l;l;Bukan Keluhan;-;-;-
6,80888E+17;RT @pdkebersihanbdg: Tim patroli kebersihan berfoto sebelum patroli. Semoga tidak ada warga yg buang sampah sembarangan. cc @ridwankamil ht…;;;l;l;Bukan Keluhan;-;-;-
6,80889E+17;7hr air (masih) tidak mengalir di Jl. Pacul 1 No.6 RT 09/11 Babakan sari Kircon mohon tindak lanjut @PRFMnews @ridwankamil @pdamtirtawening;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;Jalan Pacul 1 No. 6 RT.09 RW. 11 Babakan Sari Kircon;tujuh hari 
6,80897E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/12 URC Bojonagara, perbaikan jl Sutami (1) https://t.co/y3kVsiKz6d;;r;;r;Infrastruktur;jalan rusak ;Jalan Sutami ;-
6,80897E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/12 URC Bojonagara, pmasangn tegel difabel jl Cihampelas-Cicendo https…;;r;;r;Infrastruktur;pemasangan ubin ;Jalan Cihampelas-Cicendo ;-
6,80902E+17;@WawanVivi @PRFMnews @RESTABES_BDG @ridwankamil klo sekarang Human Free Day alias Mobil dan Motor nya nyang mau Olah Raga, Ahaaaaay :);;;l;l;Bukan Keluhan;-;-;-
6,80907E+17;@ridwankamil di dago mobil polisi n umhm masuk cfd pdhal banyak pejalan. Kl mmg tdk ada cfd polisi mhn umumkan krn bahaya u pejalan;k;;;k;Perhubungan;CFD;Dago;-
6,80908E+17;"Selain lubang, polisi tidur"" juga sangat menggangu";k;;;k;Infrastruktur;jalan rusak;-;-
6,80912E+17;Asli ini bahayain bnget. Gaada CFD tapi banyak orang, sepeda, mobil, motor menyatu dijalanan. @ridwankamil @PRFMnews https://t.co/7TmAtYDhEY;k;;;k;Perhubungan;CFD;-;-
6,80913E+17;RT @TheYuzz19: Asli ini bahayain bnget. Gaada CFD tapi banyak orang, sepeda, mobil, motor menyatu dijalanan. @ridwankamil @PRFMnews https:/…;k;;;k;Perhubungan;CFD;-;-
6,80913E+17;@diasudiana @ridwankamil jadi gimana kalau kita mau naik bus bandros cuma berdua sama temen kita??;;;l;l;Bukan Keluhan;-;-;-
6,80913E+17;RT @TheYuzz19: Asli ini bahayain bnget. Gaada CFD tapi banyak orang, sepeda, mobil, motor menyatu dijalanan. @ridwankamil @PRFMnews https:/…;k;;;k;Perhubungan;CFD;-;-
6,80913E+17;Ternyata ada pemberitahuan pagi tadi @ridwankamil @Satpolppbdg @tmc_restabesbdg. Tapi sayang ya.....!!!  https://t.co/Pn9bcB3vYd;;;l;l;Bukan Keluhan;-;-;-
6,80914E+17;@pdamtirtawening air dtg jam 22.45, 04.25 loyo,hjn,kmarau t ada beda,air payah,pdam ttp buka jlr br,t dtweet,air t ada,plnggn 00501800182;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,80915E+17;RT @Dikdikbandung: Ternyata ada pemberitahuan pagi tadi @ridwankamil @Satpolppbdg @tmc_restabesbdg. Tapi sayang ya.....!!!  https://t.co/Pn…;;;l;l;Bukan Keluhan;-;-;-
6,80918E+17;@ridwankamil pak hari minggu bukanya car free day?dah bolos kerja pngn maen m keluarga malah dago ad kendaraan masuk https://t.co/3lQ40ZYjrY;k;;;k;Perhubungan;CFD;-;-
6,8092E+17;@ridwankamil Di CFD Dago ga nyaman jalan2 bawa anak balita..kendaraan umum bebas masuk;k;;;k;Perhubungan;kecelakaan / pelanggaran lalu lintas;CFD Dago;-
6,80923E+17;@ridwankamil warga RW 04 cisaranten kulon kec.Arcamanik lagi kerja bakti pembangunan Masjid Jami kami, mhn do'anya https://t.co/yn3gQ0g5zk;;;l;l;Bukan Keluhan;-;-;-
6,80929E+17;ya ampunnnn ini angkot 08 masih juga berenti ngetem di lampu hijau perempatan cigereleng pak @ridwankamil https://t.co/QZSljnNZ16;k;;;k;Perhubungan;angkutan umum ugal - ugalan / ngetem;perempatan Cigereleng;-
6,80931E+17;@ridwankamil pa ridwan kapan jln yogyakarta antapani mau diaspal ?,pdhal sudah ditandai dr sblm lebaran,nuhun pa;k;;;k;Infrastruktur;jalan diaspal;Jalan Yogyakarta, Antapani;-
6,80938E+17;Kang ti tabuh 8 abdi di CFD Dago tos seeur kendaraan anu lalebeut. @ridwankamil;k;;;k;Perhubungan;CFD;CFD Dago;-
6,80941E+17;Pa.nanti mah ada penjagaan,ini aduh anak kecil ngararoko,sedih 😔😔 cc : @ridwankamil @infobandung @Satpolppbdg https://t.co/uCpX5FnhLi;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";merokok di tempat umum;-;-
6,80941E+17;@ridwankamil keseriusannya bro untuk yang beraktivitas di tengah trotoar ...bde di antep wae?;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";gangguan ketertiban umum;-;-
6,80942E+17;mohon di cek @dbmpkotabdg PJU jl. Bbk Siliwangi, 3-4 PJU mati (kiri jln) setelah jembatan dari arah ciumbuleuit #infoPJU;k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan Bbk. Siliwangi ;-
6,80943E+17;1 PJU mati jl.Laswi PJU ke-4 atau ke-5 dari simpang Gatsu-Laswi (posisi setelah SPBU) mohon di cek @dbmpkotabdg #InfoPJU;k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan Laswi simpang Gatsu-Laswi sebelah SPBU;-
6,80945E+17;2 PJU di Jl Pelajar Pejuang mati posisi setelah simpang talaga bodas - PP45 arah laswi @dbmpkotabdg #InfoPJU https://t.co/reQ2mW8Tl9;k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan Pelajar Pejuang setelah simpang Talaga Bodas-PP45 arah Laswi ;-
6,80946E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/12 URC Bojonagara, pmasangn tegel difabel jl Cihampelas-Cicendo https…;;r;;r;Infrastruktur;pemasangan ubin ;Jalan Cihampelas-Cicendo ;-
6,80946E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/12 URC Bojonagara, perbaikan jl Sutami (1) https://t.co/y3kVsiKz6d;;r;;r;Infrastruktur;jalan rusak ;Jalan Sutami ;-
6,80946E+17;RT @pdkebersihanbdg: Tim patroli kebersihan berfoto sebelum patroli. Semoga tidak ada warga yg buang sampah sembarangan. cc @ridwankamil ht…;;;l;l;Bukan Keluhan;-;-;-
6,80947E+17;@PRFMnews @dishub_kotabdg Mohon segera dilakukan perbaikan saat ini belum ada pihak yang memperbaiki .;;;l;l;Bukan Keluhan;-;-;-
6,80956E+17;RT @pdkebersihanbdg: Tim patroli kebersihan berfoto sebelum patroli. Semoga tidak ada warga yg buang sampah sembarangan. cc @ridwankamil ht…;;;l;l;Bukan Keluhan;-;-;-
6,80966E+17;Pak Wali @ridwankamil kpn mulai benahin transportasi massal? Ayo thn 2016 buat resolusi pak utk benahi angkutan umum dan pengaturan lalin.;;;l;l;Bukan Keluhan;-;-;-
6,80967E+17;RT @ariza01: Pak Wali @ridwankamil kpn mulai benahin transportasi massal? Ayo thn 2016 buat resolusi pak utk benahi angkutan umum dan penga…;;;l;l;Bukan Keluhan;-;-;-
